,review_id,trip_id,reviewer_id,reviewee_id,rating,comment,reviewed_at
4145,4146,5503,385,1526,4,Loved the music selection!,2022-11-08 21:16:38
4146,4147,5504,385,389,4,Car was spotless.,2023-11-21 12:20:42
4147,4148,5504,389,385,2,"Smooth ride, on time.",2023-11-21 11:43:42
4149,4150,5505,866,385,3,Very clean car.,2024-03-16 22:35:17
4150,4151,5506,1544,385,3,Very clean car.,2022-08-19 09:07:27
4152,4153,5508,833,1165,3,"Smooth ride, on time.",2024-03-03 20:50:18
4153,4154,5509,1352,1165,3,"Great driver, very professional!",2022-03-15 09:10:51
4158,4159,5521,412,1165,4,Super friendly and helpful.,2024-01-21 15:45:20
4159,4160,5525,1165,1243,3,Nothing to complain about.,2022-08-23 14:23:34
4161,4162,5527,1739,1165,3,"Smooth ride, on time.",2022-08-17 02:44:56
4165,4166,5530,570,1165,3,"Smooth ride, on time.",2023-01-08 09:32:26
4167,4168,5531,331,1165,3,"Smooth ride, on time.",2023-02-01 11:22:19
4170,4171,5534,271,1165,3,"Smooth ride, on time.",2023-12-13 19:10:50
4171,4172,5536,1165,1227,3,Trip was okay.,2022-08-27 04:42:46
4172,4173,5539,1165,1207,5,"Smooth ride, on time.",2022-08-24 12:53:14
4174,4175,5541,224,1165,2,Super friendly and helpful.,2024-02-14 11:50:17
4175,4176,5542,1165,1081,4,Super friendly and helpful.,2023-07-04 22:13:50
4182,4183,5552,957,1165,4,"Excellent service, will ride again.",2023-09-26 12:36:24
4183,4184,5553,1165,920,4,"Excellent service, will ride again.",2024-02-10 16:12:51
4184,4185,5557,1165,1343,4,"Great rider, very polite.",2022-01-13 03:00:33
4185,4186,5558,1165,1198,4,Fast and safe driver.,2022-04-30 04:17:41
4186,4187,5558,1198,1165,4,"Excellent service, will ride again.",2022-04-30 04:16:41
4189,4190,5564,833,466,3,Super friendly and helpful.,2023-03-15 15:03:46
4195,4196,5571,539,466,4,Super friendly and helpful.,2023-07-31 06:41:25
4196,4197,5573,466,1983,3,Decent experience.,2023-03-22 15:15:02
4197,4198,5574,434,466,3,Very clean car.,2022-10-15 19:03:46
4199,4200,5576,1881,466,3,"Great driver, very professional!",2022-05-31 21:55:41
4200,4201,5577,466,136,3,Acceptable ride.,2022-10-15 05:27:39
4201,4202,5578,466,318,4,"Great driver, very professional!",2024-02-03 08:49:22
4203,4204,5580,690,466,4,Very clean car.,2023-04-21 23:06:32
4204,4205,5584,867,466,4,"Great driver, very professional!",2024-03-25 20:16:50
4205,4206,5585,1948,1383,4,Very clean car.,2022-11-22 12:52:45
4207,4208,5589,1383,1221,4,"5 stars, highly recommend!",2022-08-14 13:04:59
4210,4211,5595,37,1026,4,Fast and safe driver.,2023-11-08 14:03:45
4213,4214,5602,37,995,3,Fine driver.,2023-08-26 22:03:49
4214,4215,5602,995,37,3,Super friendly and helpful.,2023-08-26 23:15:49
4216,4217,5606,37,1472,3,Average experience.,2023-03-17 01:15:22
4217,4218,5607,37,842,3,Fine driver.,2024-01-01 01:38:10
4220,4221,5612,1011,1904,3,Very clean car.,2022-05-18 07:23:17
4221,4222,5613,1479,1904,3,"Great driver, very professional!",2022-09-19 09:27:31
4222,4223,5617,334,1904,4,Very clean car.,2024-03-03 17:43:25
4225,4226,5624,1904,210,4,"Great driver, very professional!",2023-03-22 12:49:18
4226,4227,5624,210,1904,2,"Excellent service, will ride again.",2023-03-22 13:39:18
4227,4228,5627,1904,194,3,Acceptable ride.,2023-10-15 05:33:35
4228,4229,5627,194,1904,3,Very clean car.,2023-10-15 05:19:35
4231,4232,5632,1904,697,3,Decent experience.,2023-04-12 19:41:37
4235,4236,5638,128,1651,4,"Smooth ride, on time.",2023-09-18 21:07:42
4236,4237,5638,1651,128,5,"Great driver, very professional!",2023-09-18 23:24:42
4237,4238,5642,905,1965,4,"5 stars, highly recommend!",2022-10-17 11:29:06
4238,4239,5642,1965,905,3,Very clean car.,2022-10-17 10:39:06
4241,4242,5646,89,905,4,Very clean car.,2022-08-28 07:59:57
4243,4244,5650,990,1507,5,Car was spotless.,2024-04-03 05:22:06
4244,4245,5650,1507,990,4,Super friendly and helpful.,2024-04-03 05:11:06
4245,4246,5652,990,97,4,"Quick and efficient, thanks!",2022-03-16 05:10:13
4246,4247,5652,97,990,2,"Excellent service, will ride again.",2022-03-16 06:27:13
4247,4248,5654,1636,472,3,Fine driver.,2024-03-27 17:38:48
4250,4251,5657,132,1028,4,"Great driver, very professional!",2022-12-28 11:11:52
4251,4252,5660,645,1028,3,Very clean car.,2023-04-12 12:00:30
4252,4253,5663,1028,510,3,Got there safely.,2022-08-18 14:04:01
4253,4254,5663,510,1028,2,Super friendly and helpful.,2022-08-18 13:20:01
4254,4255,5664,256,1028,4,Very clean car.,2022-10-25 14:12:34
4256,4257,5669,1028,1890,3,Acceptable ride.,2023-02-06 12:32:31
4257,4258,5671,510,1028,1,"Excellent service, will ride again.",2022-11-06 05:03:38
4258,4259,5672,1028,1170,5,Very clean car.,2024-01-23 03:36:58
4262,4263,5677,1028,52,5,Super friendly and helpful.,2023-08-13 18:56:50
4263,4264,5680,1343,1028,4,Super friendly and helpful.,2023-08-15 11:48:19
4264,4265,5681,162,1028,4,"Smooth ride, on time.",2023-06-15 02:14:30
4265,4266,5685,1028,2,4,Super friendly and helpful.,2023-09-05 19:13:48
4266,4267,5687,187,1028,3,"Smooth ride, on time.",2022-05-27 20:43:14
4267,4268,5688,1028,508,5,"5 stars, highly recommend!",2023-02-04 22:59:10
4268,4269,5688,508,1028,4,Very clean car.,2023-02-05 00:15:10
4270,4271,5691,996,1028,4,"Great driver, very professional!",2023-11-02 16:09:31
4273,4274,5694,736,1028,2,Very clean car.,2023-03-30 23:02:07
4275,4276,5696,1028,1526,3,Decent experience.,2023-08-17 23:09:59
4276,4277,5697,1028,502,4,Super friendly and helpful.,2023-11-06 15:35:40
4277,4278,5699,1028,891,4,"Smooth ride, on time.",2022-01-28 18:15:00
4279,4280,5701,1028,44,3,Got there safely.,2023-05-14 01:02:46
4284,4285,5711,1028,1869,5,"Quick and efficient, thanks!",2022-10-10 01:05:21
4285,4286,5711,1869,1028,2,"Smooth ride, on time.",2022-10-10 03:07:21
4287,4288,5714,1028,1790,4,Very comfortable ride.,2023-12-04 06:07:22
4288,4289,5715,1028,728,4,"Great rider, very polite.",2022-06-20 18:44:14
4290,4291,5718,1028,1623,4,"Smooth ride, on time.",2023-06-01 00:01:04
4291,4292,5718,1623,1028,2,Super friendly and helpful.,2023-06-01 01:12:04
4295,4296,5721,147,1028,3,Very clean car.,2022-04-25 22:10:59
4296,4297,5723,1028,1763,3,Fine driver.,2022-02-24 09:19:43
4297,4298,5724,1028,1889,4,"Great driver, very professional!",2024-03-17 01:38:09
4298,4299,5726,1028,585,5,Super friendly and helpful.,2022-05-15 06:05:01
4300,4301,5728,225,1028,3,Very clean car.,2022-07-21 07:51:46
4301,4302,5729,1028,2,4,"Quick and efficient, thanks!",2022-07-16 05:39:31
4304,4305,5733,986,1028,3,Very clean car.,2022-08-30 17:39:16
4306,4307,5739,1028,647,3,"OK trip, nothing special.",2023-03-15 22:38:17
4307,4308,5739,647,1028,4,Very clean car.,2023-03-15 21:47:17
4308,4309,5740,1028,1205,3,Nothing to complain about.,2023-09-01 16:55:55
4309,4310,5741,1028,14,5,Loved the music selection!,2022-03-21 10:56:21
4311,4312,5744,1028,1955,4,"5 stars, highly recommend!",2022-03-11 19:42:14
4312,4313,5744,1955,1028,3,"Smooth ride, on time.",2022-03-11 19:48:14
4313,4314,5745,710,1495,3,Got there safely.,2022-01-18 01:38:32
4314,4315,5745,1495,710,3,Very clean car.,2022-01-18 02:01:32
4316,4317,5746,1590,710,3,Super friendly and helpful.,2023-11-22 16:10:07
4317,4318,5747,710,919,3,Acceptable ride.,2023-07-16 19:46:45
4321,4322,5749,710,472,3,Decent experience.,2022-10-14 22:48:46
4324,4325,5752,710,1497,4,Loved the music selection!,2022-07-27 06:32:56
4326,4327,5754,710,1548,3,"OK trip, nothing special.",2022-03-20 08:30:23
4327,4328,5754,1548,710,2,Very clean car.,2022-03-20 10:10:23
4333,4334,5761,1035,274,5,Super friendly and helpful.,2024-03-23 03:08:44
4334,4335,5765,274,467,2,Took a longer route.,2024-05-22 10:13:05
4336,4337,5767,274,155,4,"Quick and efficient, thanks!",2022-04-27 00:57:08
4337,4338,5768,274,323,4,Very comfortable ride.,2022-12-16 23:04:09
4338,4339,5769,274,728,4,"5 stars, highly recommend!",2023-05-23 15:58:54
4339,4340,5771,274,1983,4,"Great rider, very polite.",2023-09-07 18:23:11
4344,4345,5781,1841,783,4,"Excellent service, will ride again.",2022-12-16 03:29:19
4346,4347,5785,1218,104,5,"Smooth ride, on time.",2022-03-20 18:02:55
4347,4348,5785,104,1218,3,Very clean car.,2022-03-20 18:29:55
4351,4352,5792,1218,1026,5,"5 stars, highly recommend!",2023-04-22 12:59:39
4353,4354,5793,1218,458,4,"Easy pickup, no problems.",2023-02-11 22:30:45
4354,4355,5794,1218,1853,4,"Quick and efficient, thanks!",2022-12-31 06:38:41
4356,4357,5796,1218,891,4,"Easy pickup, no problems.",2022-01-15 15:36:40
4358,4359,5799,1218,162,5,Very comfortable ride.,2023-07-12 17:29:18
4359,4360,5799,162,1218,3,Very clean car.,2023-07-12 18:31:18
4360,4361,5800,1035,1218,3,"Excellent service, will ride again.",2024-01-15 07:23:49
4362,4363,5802,1218,1654,1,Not very clean.,2023-11-15 18:43:42
4363,4364,5805,629,1606,2,Rough driving.,2022-12-27 11:39:49
4364,4365,5807,869,833,5,"Smooth ride, on time.",2023-07-09 13:08:16
4365,4366,5807,833,869,2,"Great driver, very professional!",2023-07-09 13:18:16
4367,4368,5810,869,1131,5,Fast and safe driver.,2024-05-09 10:20:34
4369,4370,5811,869,1371,4,Very courteous driver.,2022-07-05 03:32:26
4370,4371,5813,782,939,3,"Excellent service, will ride again.",2022-10-07 14:13:40
4372,4373,5816,1586,293,3,Trip was okay.,2024-01-10 11:00:32
4373,4374,5816,293,1586,3,Super friendly and helpful.,2024-01-10 12:40:32
4374,4375,5818,1586,448,4,"5 stars, highly recommend!",2023-11-17 07:34:18
4377,4378,5825,909,539,3,Fine driver.,2023-09-15 10:57:59
4380,4381,5830,909,1544,4,"Great driver, very professional!",2024-02-12 09:41:35
4381,4382,5831,909,643,4,Loved the music selection!,2022-11-22 16:41:23
4382,4383,5833,909,959,4,Very courteous driver.,2022-10-19 11:23:39
4383,4384,5834,909,542,5,Very comfortable ride.,2023-05-15 18:31:27
4385,4386,5836,778,127,3,Super friendly and helpful.,2022-09-28 14:14:42
4387,4388,5838,1427,127,2,"Excellent service, will ride again.",2022-10-26 13:52:21
4388,4389,5839,127,1413,4,Very clean car.,2023-07-29 14:56:43
4389,4390,5843,127,1606,2,Rough driving.,2024-01-05 21:00:17
4390,4391,5843,1606,127,3,"Excellent service, will ride again.",2024-01-05 22:17:17
4391,4392,5844,127,947,4,"Great rider, very polite.",2022-10-08 13:48:50
4392,4393,5844,947,127,3,"Great driver, very professional!",2022-10-08 14:26:50
4394,4395,5847,164,127,3,Very clean car.,2022-04-17 02:51:25
4395,4396,5848,127,1608,3,Trip was okay.,2023-12-14 05:05:35
4396,4397,5852,127,1605,5,"Perfect trip, no issues.",2023-10-30 21:45:46
4397,4398,5853,628,957,3,Nothing to complain about.,2022-06-15 08:57:46
4398,4399,5853,957,628,3,Super friendly and helpful.,2022-06-15 08:35:46
4400,4401,5854,1181,628,5,"Smooth ride, on time.",2023-08-05 07:42:56
4402,4403,5857,271,628,3,"Great driver, very professional!",2023-12-01 15:22:28
4406,4407,5865,628,131,3,"OK trip, nothing special.",2023-06-16 03:24:42
4407,4408,5865,131,628,4,Super friendly and helpful.,2023-06-16 03:44:42
4408,4409,5867,628,1984,4,"Great driver, very professional!",2022-05-09 15:57:01
4409,4410,5868,628,1995,3,Trip was okay.,2022-01-09 12:43:24
4410,4411,5869,628,136,3,Acceptable ride.,2022-04-14 13:11:55
4412,4413,5871,628,571,5,Super friendly and helpful.,2023-04-03 11:27:01
4413,4414,5871,571,628,3,"Excellent service, will ride again.",2023-04-03 12:13:01
4414,4415,5872,628,891,5,Fast and safe driver.,2024-04-20 16:38:26
4416,4417,5874,31,628,2,"Excellent service, will ride again.",2022-11-18 22:42:47
4418,4419,5875,1267,628,4,"Smooth ride, on time.",2023-01-19 21:15:42
4420,4421,5878,1470,288,3,Got there safely.,2022-11-18 01:41:21
4421,4422,5879,1470,1030,2,Took a longer route.,2023-12-28 18:47:59
4422,4423,5880,1470,1196,4,"Excellent service, will ride again.",2022-02-17 11:36:55
4425,4426,5883,1470,1206,5,"Easy pickup, no problems.",2023-05-07 08:30:34
4426,4427,5883,1206,1470,4,"Smooth ride, on time.",2023-05-07 07:47:34
4427,4428,5884,1470,1755,2,Not very clean.,2023-04-04 10:23:46
4428,4429,5886,1403,1470,4,"Excellent service, will ride again.",2023-04-03 07:21:00
4429,4430,5887,1653,1470,3,"Great driver, very professional!",2023-06-17 05:19:36
4431,4432,5889,866,1470,4,"Excellent service, will ride again.",2023-03-14 13:39:15
4433,4434,5891,1470,1482,3,"OK trip, nothing special.",2024-05-17 19:37:35
4434,4435,5891,1482,1470,4,"Great driver, very professional!",2024-05-17 21:37:35
4436,4437,5893,997,1760,2,"Great driver, very professional!",2023-01-09 19:52:48
4437,4438,5894,5,67,5,"Excellent service, will ride again.",2022-05-22 22:13:24
4439,4440,5896,1091,67,4,"Excellent service, will ride again.",2023-01-20 08:14:28
4440,4441,5897,67,1794,3,Decent experience.,2023-11-01 13:47:17
4441,4442,5897,1794,67,4,"Great driver, very professional!",2023-11-01 14:08:17
4442,4443,5898,67,1471,3,Got there safely.,2022-12-30 23:17:44
4443,4444,5900,67,1776,4,"Great rider, very polite.",2023-06-09 18:53:22
4445,4446,5901,115,67,3,"Excellent service, will ride again.",2022-09-08 18:20:30
4447,4448,5902,1135,67,2,"Excellent service, will ride again.",2022-05-20 18:15:47
4449,4450,5904,488,67,3,"Excellent service, will ride again.",2022-04-20 23:48:54
4451,4452,5907,67,1812,2,Rough driving.,2024-02-05 16:19:59
4452,4453,5908,1494,1063,3,Super friendly and helpful.,2023-03-03 11:48:04
4454,4455,5912,1063,1331,4,"5 stars, highly recommend!",2022-11-18 11:06:38
4455,4456,5912,1331,1063,4,"Smooth ride, on time.",2022-11-18 10:05:38
4456,4457,5913,1063,136,5,Car was spotless.,2023-08-29 21:50:42
4457,4458,5913,136,1063,3,"Excellent service, will ride again.",2023-08-29 21:18:42
4458,4459,5914,1063,974,4,Very courteous driver.,2024-03-15 01:56:54
4459,4460,5915,866,1063,2,"Great driver, very professional!",2022-05-27 19:06:11
4462,4463,5919,1343,1063,3,"Excellent service, will ride again.",2023-12-05 18:28:52
4463,4464,5920,1063,608,4,Very clean car.,2024-06-08 20:05:42
4464,4465,5922,1063,1853,5,"Smooth ride, on time.",2024-03-05 13:47:20
4465,4466,5923,1063,1713,4,"Great driver, very professional!",2023-08-27 08:55:44
4467,4468,5927,1063,1653,4,Very courteous driver.,2023-03-31 00:23:26
4472,4473,5932,1063,271,4,Very courteous driver.,2022-11-01 17:48:17
4473,4474,5933,1063,1865,5,"Quick and efficient, thanks!",2024-03-02 09:33:47
4474,4475,5933,1865,1063,4,"Great driver, very professional!",2024-03-02 12:11:47
4475,4476,5934,1063,1564,4,"Easy pickup, no problems.",2023-06-16 17:02:30
4476,4477,5936,1063,119,4,Loved the music selection!,2023-08-04 04:32:27
4477,4478,5937,1063,66,4,"Great rider, very polite.",2023-04-01 05:54:06
4478,4479,5938,759,1063,3,"Great driver, very professional!",2024-05-08 03:56:47
4480,4481,5940,800,1063,4,Super friendly and helpful.,2024-01-08 03:55:46
4482,4483,5941,898,1063,4,"Smooth ride, on time.",2023-06-04 12:55:54
4484,4485,5944,748,1063,3,Super friendly and helpful.,2023-02-18 08:41:06
4485,4486,5946,543,1063,3,"Great driver, very professional!",2022-05-10 17:35:51
4487,4488,5948,1063,932,4,Loved the music selection!,2022-02-28 09:09:47
4488,4489,5950,439,1063,3,Super friendly and helpful.,2024-06-21 05:40:56
4489,4490,5953,1063,1035,5,Very clean car.,2022-03-26 07:13:52
4490,4491,5954,1063,142,3,"OK trip, nothing special.",2022-08-14 09:07:57
4493,4494,5962,494,1063,2,"Great driver, very professional!",2023-05-13 03:30:47
4494,4495,5963,1063,117,3,Acceptable ride.,2023-09-05 09:11:46
4495,4496,5964,1063,97,4,Fast and safe driver.,2022-06-18 06:40:52
4497,4498,5965,448,1063,4,Very clean car.,2024-02-02 08:38:06
4498,4499,5967,1293,1063,4,"Smooth ride, on time.",2022-04-06 02:38:33
4502,4503,5972,1063,986,3,"OK trip, nothing special.",2023-05-08 18:24:36
4505,4506,5980,1063,1700,4,Very clean car.,2023-05-25 04:50:00
4506,4507,5981,1063,1099,4,"5 stars, highly recommend!",2022-04-23 11:10:36
4508,4509,5984,1658,1063,4,"Smooth ride, on time.",2023-11-29 23:34:52
4511,4512,5987,5,1063,2,"Excellent service, will ride again.",2024-03-12 18:04:52
4514,4515,5989,1063,323,3,"OK trip, nothing special.",2022-04-28 13:15:26
4515,4516,5990,1063,1841,4,Fast and safe driver.,2024-02-06 09:36:26
4517,4518,5992,986,641,3,"Smooth ride, on time.",2022-12-22 12:44:10
4518,4519,5995,868,641,3,"Excellent service, will ride again.",2022-06-12 00:20:04
4519,4520,5996,641,690,3,Average experience.,2022-10-11 18:55:40
4520,4521,5998,648,647,4,"Great rider, very polite.",2022-12-16 10:53:22
4522,4523,6000,648,647,4,Loved the music selection!,2022-11-08 13:22:25
4523,4524,6001,1744,1309,4,"Excellent service, will ride again.",2024-06-20 02:37:35
4528,4529,6004,446,559,4,"Great driver, very professional!",2023-03-13 17:57:16
4529,4530,6005,559,940,3,Nothing to complain about.,2023-08-13 08:04:44
4530,4531,6005,940,559,4,"Great driver, very professional!",2023-08-13 07:01:44
4532,4533,6010,559,1881,5,"Quick and efficient, thanks!",2022-11-03 01:58:06
4533,4534,6011,559,1794,3,Decent experience.,2023-11-04 00:47:34
4536,4537,6015,1139,559,5,"Smooth ride, on time.",2023-04-10 14:54:20
4538,4539,6019,224,559,4,Very clean car.,2023-12-05 01:37:02
4540,4541,6020,89,559,3,Very clean car.,2022-11-30 12:50:17
4544,4545,6024,1081,559,2,Super friendly and helpful.,2023-12-29 14:17:02
4545,4546,6025,559,1713,3,Nothing to complain about.,2023-11-24 20:01:59
4548,4549,6030,1975,559,3,Super friendly and helpful.,2022-08-15 21:20:00
4550,4551,6031,1309,559,3,Very clean car.,2023-11-28 11:45:58
4551,4552,6033,559,139,5,"5 stars, highly recommend!",2024-02-04 05:30:54
4552,4553,6034,559,705,3,Fine driver.,2023-02-25 03:29:06
4553,4554,6035,559,1001,4,"5 stars, highly recommend!",2022-03-28 15:03:22
4554,4555,6036,559,1310,4,"Smooth ride, on time.",2022-10-12 02:04:14
4555,4556,6036,1310,559,4,"Smooth ride, on time.",2022-10-12 02:27:14
4558,4559,6042,1135,559,3,Super friendly and helpful.,2024-06-29 17:25:49
4561,4562,6045,559,776,3,"OK trip, nothing special.",2024-06-23 02:53:23
4564,4565,6051,559,1495,4,"Easy pickup, no problems.",2022-05-19 19:24:24
4566,4567,6054,559,485,5,"Quick and efficient, thanks!",2023-04-28 18:06:40
4567,4568,6056,559,508,4,"Smooth ride, on time.",2022-12-07 00:01:52
4571,4572,6059,925,559,4,Super friendly and helpful.,2022-05-20 02:51:00
4573,4574,6062,559,1776,4,"Smooth ride, on time.",2024-01-03 13:42:55
4574,4575,6062,1776,559,2,"Excellent service, will ride again.",2024-01-03 12:11:55
4577,4578,6066,1526,559,4,"Great driver, very professional!",2024-02-12 20:28:56
4581,4582,6075,1135,559,5,"Excellent service, will ride again.",2022-08-13 02:54:10
4582,4583,6076,559,433,5,"Great rider, very polite.",2023-03-26 23:34:21
4583,4584,6077,559,1558,4,Fast and safe driver.,2022-10-19 16:00:47
4585,4586,6079,559,1653,5,"5 stars, highly recommend!",2022-02-09 01:53:35
4588,4589,6082,322,643,4,Loved the music selection!,2022-01-16 02:18:22
4589,4590,6083,436,322,4,Super friendly and helpful.,2022-06-21 14:42:42
4590,4591,6085,322,1196,4,"Excellent service, will ride again.",2022-05-11 11:22:02
4591,4592,6086,845,1141,4,"Great driver, very professional!",2023-11-06 18:07:19
4593,4594,6087,1229,15,4,Fast and safe driver.,2024-05-15 19:54:28
4594,4595,6088,81,1443,4,"Excellent service, will ride again.",2022-06-03 07:50:24
4595,4596,6091,1735,1477,3,"OK trip, nothing special.",2024-06-08 15:42:42
4596,4597,6094,1735,1181,5,"5 stars, highly recommend!",2023-03-17 11:54:02
4598,4599,6096,996,1387,5,Super friendly and helpful.,2023-09-06 17:36:55
4602,4603,6100,570,1387,3,Very clean car.,2023-04-23 00:39:24
4603,4604,6102,1387,608,5,"Easy pickup, no problems.",2023-12-27 02:42:14
4607,4608,6105,1355,1250,3,"Smooth ride, on time.",2023-10-24 08:43:10
4611,4612,6109,1286,874,3,"Excellent service, will ride again.",2024-04-03 12:36:29
4612,4613,6112,1365,765,2,Not very clean.,2023-05-12 05:13:13
4615,4616,6115,1263,1700,4,"Great rider, very polite.",2023-07-14 18:44:58
4616,4617,6115,1700,1263,2,"Smooth ride, on time.",2023-07-14 19:11:58
4618,4619,6118,1355,1263,3,"Great driver, very professional!",2023-01-16 23:01:06
4619,4620,6119,1263,117,3,Decent experience.,2024-04-05 03:57:48
4620,4621,6121,1263,571,5,"Great driver, very professional!",2024-04-20 08:59:34
4621,4622,6122,1263,1410,4,Fast and safe driver.,2023-04-04 13:55:57
